418,8,,M
419,8.7,,M
420,9,8.9,E
421,7.9,,E
422,8.2,,E
423,9,,E
424,8.4,,T
425,,,M
426,8.1,,T
427,9.3,,M
428,6.1,,T
429,,,
430,8.6,,M
431,8.5,,T
432,,,M
433,6.9,,E
434,,,
435,,,T
436,7.6,,E
437,8.7,,M
438,8.3,,M
439,7.7,,M
440,8.2,,T
441,9.1,,T
442,9.1,,M
443,,,T
444,7.9,,E
445,8.6,,M
446,,,E
447,9,,E
448,8.7,,E
449,8.7,,E
450,8.7,9,M
451,8.8,,E
452,9,9.3,M
453,,,
454,9.4,,M
455,9.2,,T
456,8,,E
457,6.3,,E
458,,,M
459,9,9.3,M
460,8.3,,M
461,7.6,,E
462,,,
463,7.1,8.1,E10
464,,,T
465,,,M
466,7.5,,E10
467,7.9,,T
468,,,E
469,9.1,,E
470,6.9,,
471,8.3,,T
472,7.9,,T
473,,,E
474,,,
475,,,E
476,6.8,,E
477,,,M
478,8.7,,T
479,8.3,,M
480,,,
481,9.3,,E
482,,,T
483,8.2,,E
484,8.5,,M
485,8.1,,E10
486,7.1,,E
487,,,E
488,7.9,,E
489,,,T
490,,,T
491,6.6,,E
492,,,T
493,8.1,,M
494,8.2,,E
495,,,T
496,,,T
497,,,
498,,,M
499,8.4,,T
500,9.1,,M
501,8.5,,E
502,,,M
503,,,E
504,,,
505,8.9,9.5,M
506,8.5,,E
507,8.3,,T
508,6.1,,E
509,6.2,,T
510,9.1,,M
511,,,
512,,,
513,,,
514,,,T
515,8.7,,T
516,,,M
517,8.3,,M
518,8.4,,E
519,,,T
520,9.5,,M
521,8.2,,M
522,8.9,,E
523,6.6,,E
524,7,,E
525,,,E
526,8,,E
527,,,E
528,,,E
529,9.3,,M
530,8.7,,E
531,7.9,,T
532,,,
533,,,M
534,7,,M
535,8.6,,E
536,,,M
537,6.5,,E
538,9.5,8.9,M
539,,,E
540,,,
541,7.3,,E10
542,7.9,,M
543,,,E
544,,,T
545,7.5,,M
546,8.8,8.6,M
547,7.8,,E10
548,,,
549,7.5,,E10
550,,,M
551,7.8,,E
552,8.5,,E
553,,,M
554,7,,E
555,9.3,9.1,T
556,,,
557,8.4,,E10
558,,,
559,7,,E
560,9.1,9.3,M
561,9.2,8.5,M
562,8.6,,M
563,9.1,,M
564,7.4,,E10
565,6.7,,E
566,7.8,,E
567,9,,E10
568,9.3,,T
569,8.4,,T
570,7.3,,E
571,,,
572,,,T
573,8.7,9.1,T
574,,,E
575,,,M
576,7.8,,E
577,7.6,,E
578,9.2,,T
579,8.4,,T
580,8.7,,E10
581,8.9,8.8,M
582,,,M
583,,,E10
584,9.3,9.3,T
585,,,M
586,,,T
587,9.2,,E
588,,,E
589,6.6,,E
590,7.3,,E
591,8,,E
592,,,
593,9.2,9.1,M
594,6.9,,E
595,,,T
596,9.1,,
597,8.5,,M
598,9.2,,E
599,6.9,,E10
600,5.9,,E
601,,,E
602,,,T
603,9.2,,T
604,3.5,,
605,6.9,,M
606,,,E10
607,7.9,,E
608,5.7,,E10
609,5.6,,E
610,7.7,,E10
611,8.2,,T
612,,,M
613,9.1,,M
614,,,T
615,9.3,,T
616,,,E
617,,,E
618,,,M
619,9.6,9.5,T
620,,,E
621,8.6,,E
622,9.6,9.5,M
623,,,E
624,,,T
625,7,,E
626,7,,M
627,,,M
628,9.6,,E
629,7.8,,E
630,8.9,,E10
631,3,,E
632,8.2,,M
633,,,T
634,,,
635,9,,T
636,,,
637,,,E10
638,8,,E10
639,3.6,,E
640,,,T
641,,,M
642,,,E
643,,,T
644,8.7,,T
645,,,T
646,7.1,,T
647,8.3,,M
648,,,
649,8.9,,M
650,,,
651,8.6,,M
652,,,E10
653,8.5,,E
654,9.1,,M
655,,,
656,7.2,,M
657,8.3,,E
658,8.7,,T
659,7,,T
660,8.3,,E
661,8.3,,T
662,,,M
663,,,
664,7.8,,E
665,,,
666,7.6,,E
667,,,T
668,8,8.4,T
669,8.4,,E10
670,8.3,,E
671,9.3,,T
672,5.5,,E
673,,,
674,8.1,8.5,T
675,8.5,,T
676,9.3,,T
677,8.6,,T
678,,,T
679,,,T
680,6.7,,T
681,6.5,,E
682,8.2,,E
683,,,T
684,,,T
685,,,
686,7.3,,M
687,9.1,,E
688,,,T
689,8.9,,E
690,,,E
691,,,E
692,8.2,,E
693,8.9,,E
694,8.8,,E
695,,,E
696,,,M
697,7.7,,E10
698,7.6,,T
699,,,
700,9,,M
701,,,E10
702,8.3,,E10
703,,,M
704,8.6,,E
705,,,E
706,,,
707,8,,E10
708,8.5,,E10
709,8,,T
710,,,E10
711,9.1,,T
712,,,E
713,8.3,,E
714,,,E
715,8.9,,E10
716,,,
717,8.5,,M
718,9,,E
719,7.9,,E
720,8.5,,E
721,,,
722,7.8,,E
723,8.2,,T
724,9.7,,M
725,8.9,,M
726,8.3,,T
727,,,E
728,8.3,,T
729,8.1,9,T
730,8.4,,T
731,8.7,,M
732,,,
733,,,
734,8.6,,M
735,8.8,,T
736,9,,E
737,9.2,,T
738,,,M
739,,,
740,9.8,,M
741,,,E
742,2.6,,E
743,8.2,,M
744,8.3,,E10
745,,,E
746,8.3,,M
747,,,T
748,,,M
749,8.3,,E
750,9.1,,T
751,,,E10
752,7.8,,E
753,8.5,8.7,M
754,9,,T
755,8.4,,E
756,7,,E
757,,,M
758,7.9,,E10
759,,,E
760,8.1,,E
761,8.7,,T
762,,,T
763,,,E
764,7.4,,E10
765,8.6,,E
766,,,
767,8.1,10,E10
768,8.9,,E
769,8.2,,M
770,9.2,,M
771,8.5,,E10
772,6,,E
773,8.4,,E
774,7,,E
775,8.3,,E10
776,8,,M
777,,,E10
778,,,E
779,,,E
780,8,,T
781,8.9,,M
782,7.5,,
783,7.6,,T
784,,,
785,5.5,,E
786,,,M
787,8.4,,E
788,,,T
789,6.7,,E
790,,,E
791,6.8,,E
792,,,
793,,,
794,8,,T
795,7,,M
796,,,E
797,,,E10
798,,,
799,8.7,,E
800,5.9,,T
801,,,T
802,7.8,,E
803,8.5,,E
804,,,
805,8.1,,E10
806,8.5,,M
807,,,E
808,,,E
809,,,T
810,,,E
811,,,E
812,6.7,,E
813,8.2,,E
814,7.8,,E10
815,,,E10
816,,,T
817,,,M
818,6.6,,E10
819,7.8,,E
820,6.8,,E
821,7.1,,E
822,8.3,,M
823,6.7,,E
824,8.8,,E
825,6,,M
826,,,T
827,7.6,,M
828,,,E
829,,,E
830,8,,T
831,,,E
832,8,,E10
833,8.4,,
834,8.8,,E
835,7.4,,E10
836,9.6,9.3,M
837,,,
838,8,,E10
839,6.7,,M
840,8.2,,
841,,,E
842,7,,E
843,,,
844,9.3,,E10
845,,,M
846,,,E
847,,,E
848,,,T
849,,,
850,8.3,,E
851,8.3,,E
852,7.3,,E
853,7.8,,E
854,,,
855,6.8,,T
856,,,E
857,,,T
858,8.2,8,T
859,,,E
860,,,E
861,6.8,7.3,T
862,9.3,,T
863,9,,T
864,,,E
865,7.2,,E
866,,,E
867,,,
868,,,E10
869,,,M
870,9,9.1,T
871,,,E
872,6.8,,T
873,9.4,,E
874,,,E
875,,,T
876,,,
877,9.2,,T
878,,,E
879,8.8,,E10
880,,,
881,9.2,,T
882,,,
883,,,E
884,,,E
885,,,E10
886,8.6,,M
887,7.3,,E
888,8.1,,T
889,,,E10
890,7.9,,E
891,9.4,,T
892,9.1,,E
893,,,
894,6.3,,E
895,7.5,,E
896,8,,M
897,5.8,,T
898,,,
899,8.7,,E
900,,,T
901,,,
902,5.9,,E
903,9,,T
904,,,
905,8.2,,E10
906,,,T
907,,,E10
908,,,M
909,9.1,9.3,M
910,,,T
911,6,,E
912,,,M
913,,,M
914,,,
915,,,
916,8.8,,E
917,,,
918,,,
919,,,
920,7.2,,E
921,,,
922,8,,E
923,,,E
924,6.1,,T
925,,,
926,,,E
927,9,,E
928,8.2,,M
929,8.6,,M
930,8.4,,E
931,,,E
932,8.8,,E
933,9.3,,E
934,7.7,,E
935,8.7,,E
936,,,
937,,,E
938,7.9,,E10
939,9,,M
940,8.1,,E
941,8.5,,M
942,,,M
943,7.4,,E10
944,,,
945,,,E10
946,,,M
947,,,E
948,,,E
949,9,,M
950,,,
951,,,E
952,8.1,,E
953,8.2,,T
954,9.6,,E10
955,9.1,9.1,E
956,6,,E
957,,,
958,,,E10
959,8.6,,T
960,,,T
961,,,E10
962,4.8,,E
963,,,M
964,8.4,,T
965,,,E
966,,,E
967,8.4,,E10
968,5.4,,E
969,8.8,9.1,T
970,,,M
971,,,E
972,9.1,,E
973,8.6,,M
974,5.9,,T
975,7.1,,E10
976,,,M
977,7.6,,T
978,,,
979,,,
980,9,,M
981,,,M
982,,,T
983,7.2,,E10
984,7.5,,E
985,,,E
986,,,T
987,8.3,,T
988,8.6,,E
989,8.6,,T
990,10,,T
991,8.8,,E
992,,,T
993,9.1,,E
994,7.1,,E
995,7,,M
996,7.1,,E10
997,,,E
998,8.1,,T
999,8.7,7.3,M
1000,5.5,,E10
1001,8.7,,E
1002,7.7,,E10
1003,,,M
1004,6.3,,T
1005,,,T
1006,,,
1007,,,
1008,8.9,,M
1009,8.2,,M
1010,8,,M
1011,,,M
1012,,,
1013,8.1,,E10
1014,,,
1015,7.2,,E
1016,,,E
1017,,,
1018,,,
1019,7,,E
1020,9.3,,E10
1021,6.9,,E10
1022,7.6,,T
1023,8.8,,M
1024,,,E
1025,7.2,,E
1026,7.5,,M
1027,8.8,9.1,E
1028,,,E
1029,6,,E
1030,,,E
1031,,,M
1032,,,E
1033,,,M
1034,,,
1035,,,
1036,,,M
1037,8.4,,E10
1038,,,
1039,,,
1040,,,
1041,,,E10
1042,8.8,,T
1043,,,E
1044,9.2,,M
1045,5.2,,E
1046,,,T
1047,,,M
1048,9,,E10
1049,,,E
1050,,,T
1051,,,
1052,,,T
1053,,,E
1054,,,
1055,,,E
1056,,,E
1057,8.7,,E
1058,8.1,8.9,M
1059,,,E
1060,,,M
1061,8.6,,T
1062,,,M
1063,,,T
1064,9.4,,E
1065,8.5,,T
1066,9.1,,M
1067,,,T
1068,,,E
1069,9.2,,E
1070,,,T
1071,8.2,,E
1072,4.8,,M
1073,,,E10
1074,6.2,,E
1075,7,,E
1076,9,,E
1077,8.8,,E
1078,9.2,,T
1079,8.5,,M
1080,8.4,,M
1081,8.1,10,T
1082,7.1,,T
1083,7.6,,E10
1084,8.1,10,T
1085,7.9,,M
1086,,,T
1087,,,M
1088,,,E
1089,9.2,,E10
1090,8.7,9,E10
1091,8.6,,E
1092,,,E
1093,,,E
1094,,,E
1095,7,,E
1096,7.4,,M
1097,,,
1098,,,
1099,,,T
1100,,,E
1101,,,T
1102,,,E
1103,8.8,,E
1104,8.1,,T
1105,6.8,7.4,T
1106,9.3,,E
1107,,,
1108,,,E
1109,6.9,,E
1110,7.5,,E
1111,7.8,6.5,T
1112,9,,M
1113,7.7,,M
1114,8,,
1115,,,M
1116,,,E
1117,,,T
1118,,,T
1119,8.7,,E
1120,,,
1121,,,E
1122,,,
1123,9.2,,E
1124,,,E
1125,6.6,,E10
1126,,,M
1127,,,
1128,,,E
1129,,,E
1130,,,E
1131,8.1,,M
1132,7,,E
1133,,,
1134,9.1,9.5,M
1135,,,
1136,7.5,,E
1137,,,
1138,8.1,,T
1139,,,M
1140,9.5,,M
1141,,,E
1142,,,T
1143,9.7,,M
1144,,,E
1145,9.3,,T
1146,,,E
1147,,,E
1148,,,
1149,,,T
1150,8.2,,E
1151,,,E
1152,,,
1153,,,
1154,,,E
1155,9.1,,
1156,7.7,,E
1157,,,E
1158,7.6,,E10
1159,6.6,,E
1160,,,T
1161,,,
1162,7.5,,E10
1163,,,T
1164,,,T
1165,,,E
1166,,,M
1167,7.2,,M
1168,,,M
1169,,,M
1170,,,T
1171,7.9,,E
1172,8.4,,T
1173,,,M
1174,6.4,,E
1175,,,E
1176,,,T
1177,6.6,,E
1178,,,
1179,,,E
1180,8.9,,E
1181,6.6,,E
1182,,,M
1183,,,M
1184,8,,M
1185,,,E
1186,,,T
1187,,,T
1188,,,T
1189,,,E
1190,8.3,,M
1191,,,T
1192,,,
1193,,,M
1194,,,
1195,,,
1196,,,
1197,,,M
1198,8.5,,E
1199,8.4,7,M
1200,,,E10
1201,,,
1202,,,M
1203,,,T
1204,8.7,,T
1205,9,,M
1206,,,E
1207,,,T
1208,,,M
1209,,,E
1210,,,E
1211,,,E10
1212,,,M
1213,9.2,,E
1214,4.4,,T
1215,,,E
1216,8.8,,E
1217,8.3,,E
1218,9.7,,M
1219,,,M
1220,6.8,,T
1221,,,E
1222,7.3,,E
1223,,,E
1224,8.9,,M
1225,,,E
1226,,,E
1227,,,E
1228,,,T
1229,9,,T
1230,,,E
1231,,,E
1232,8,,M
1233,,,
1234,,,E
1235,,,E
1236,,,M
1237,9.6,,E10
1238,,,
1239,,,E
1240,,,M
1241,,,M
1242,9.7,,T
1243,6.5,,M
1244,8.6,,E10
1245,7.6,,T
1246,,,T
1247,10,,
1248,,,E
1249,7.5,,E10
1250,7.9,,E10
1251,7.8,,E
1252,,,
1253,8.9,,E
1254,,,
1255,,,E
1256,8.9,,E10
1257,5.5,,T
1258,,,M
1259,,,M
1260,,,T
1261,,,E
1262,,,
1263,6.3,,T
1264,,,E
1265,,,
1266,,,
1267,6.6,,E
1268,6.5,,E
1269,7.5,,T
1270,,,E10
1271,8.5,,M
1272,7.9,,M
1273,,,T
1274,8.6,,E
1275,7.5,,T
1276,8.5,,T
1277,,,
1278,7.8,,T
1279,,,T
1280,9.3,,T
1281,,,E10
1282,7.1,,E
1283,,,T
1284,,,E
1285,,,E
1286,8.7,,M
1287,,,T
1288,,,
1289,,,E
1290,,,E
1291,8.9,,E
1292,,,T
1293,,,T
1294,,,T
1295,8.1,,E
1296,5.8,,E
1297,4.9,,E
1298,,,
1299,7.8,,E10
1300,,,E
1301,,,E
1302,,,E
1303,,,E
1304,,,
1305,,,T
1306,,,T
1307,9.1,,E
1308,,,
1309,,,
1310,8,,T
1311,7.1,,E
1312,7.9,,E10
1313,9,,E10
1314,,,M
1315,,,M
1316,6.7,,M
1317,,,
1318,,,
1319,7.5,,E
1320,,,T
1321,5.2,,E10
1322,,,E
1323,,,E
1324,,,M
1325,,,E
1326,7.2,,E
1327,,,M
1328,,,E
1329,9.3,,E
1330,,,E
1331,7.5,,E
1332,7.9,,T
1333,,,T
1334,8.5,,M
1335,6.2,,M
1336,9.1,,T
1337,,,E
1338,,,E
1339,,,
1340,5.3,,E
1341,10,10,E10
1342,,,
1343,,,
1344,,,E
1345,7.7,,M
1346,,,M
1347,7.9,,M
1348,,,M
1349,,,E
1350,,,E10
1351,8.1,,E10
1352,,,E
1353,,,E10
1354,,,E
1355,,,
1356,7.4,,E
1357,7.6,,T
1358,9,,E
1359,8.1,,E
1360,7.7,,E
1361,9.6,,M
1362,5.4,,E
1363,6.7,8.2,E10
1364,8,,E
1365,,,
1366,8,,M
1367,8.9,,M
1368,,,M
1369,,,E
1370,7.3,,E
1371,7.9,,E10
1372,8.5,,M
1373,8.6,,T
1374,5.9,,E
1375,,,
1376,7.1,,E
1377,9,,E
1378,,,E
1379,,,E10
1380,5.3,,T
1381,,,M
1382,8.2,8.2,M
1383,,,E
1384,,,M
1385,7.5,,E10
1386,7.2,,E
1387,,,E
1388,,,E10
1389,,,E
1390,,,T
1391,,,E
1392,,,E
1393,,,T
1394,,,T
1395,8.2,9,
1396,8.4,,M
1397,,,
1398,9.3,,
1399,,,E
1400,7,,T
1401,8.5,,M
1402,,,E
1403,7.2,,M
1404,,,T
1405,,,M
1406,8.5,,M
1407,,,
1408,8.9,,T
1409,7.4,,T
1410,,,
1411,,,E
1412,7.4,6,E
1413,,,M
1414,,,T
1415,,,E10
1416,7,,E10
1417,,,E
1418,,,E
1419,8.2,,T
1420,4.8,4.8,E10
1421,,,E
1422,8.5,,M
1423,,,M
1424,6.5,,E
1425,8.3,,T
1426,,,
1427,8.2,,T
1428,,,
1429,,,E
1430,,,
1431,,,
1432,,,T
1433,,,E
1434,,,E
1435,,,T
1436,,,E
1437,8.6,,T
1438,,,E
1439,,,E
1440,,,
1441,6.6,,E
1442,7.7,,E
1443,,,M
1444,,,
1445,,,E
1446,8.9,,E
1447,,,E
1448,,,E
1449,6.4,,E
1450,9.1,,M
1451,,,E
1452,,,
1453,,,
1454,,,M
1455,7.2,8.9,M
1456,,,M
1457,7.7,,T
1458,6.3,,T
1459,7.7,,E
1460,,,
1461,,,T
1462,,,T
1463,8.9,,
1464,,,E
1465,,,T
1466,,,
1467,,,E
1468,9.2,,T
1469,,,E
1470,9,,M
1471,9.1,,E
1472,8.6,,M
1473,,,E10
1474,,,E
1475,,,T
1476,,,M
1477,8.4,,M
1478,5.7,,
1479,,,
1480,,,M
1481,,,
1482,8.1,8.7,T
1483,,,
1484,,,
1485,8.2,,E
1486,9.1,,T
1487,,,T
1488,9.1,,T
1489,8.9,,T
1490,8.5,,
1491,,,E
1492,,,M
1493,7,,M
1494,8.2,,M
1495,,,T
1496,,,M
1497,,,E
1498,,,E
1499,8.3,,M
1500,9.3,,E
1501,5.7,,E
1502,,,
1503,,,
1504,,,T
1505,7.9,,E10
1506,,,E
1507,,,E
1508,8.1,,E10
1509,5,,E
1510,10,,
1511,,,
1512,8.4,,E10
1513,8.4,,T
1514,,,E
1515,,,E
1516,,,T
1517,,,
1518,6.8,,E
1519,6.6,,T
1520,,,E
1521,,,T
1522,,,M
1523,9.2,9,T
1524,,,E
1525,7.9,,E10
1526,,,E
1527,7.9,,E
1528,9,,E
1529,5.5,,E10
1530,,,M
1531,8.6,,T
1532,,,M
1533,,,E
1534,,,
1535,,,E10
1536,,,T
1537,,,E
1538,9,,E
1539,,,E
1540,,,
1541,9.2,9.7,M
1542,,,M
1543,,,T
1544,,,T
1545,,,E
1546,,,M
1547,8.6,,T
1548,9.3,,M
1549,6.7,,M
1550,,,
1551,,,M
1552,,,
1553,,,
1554,,,
1555,,,E
1556,,,T
1557,7.1,,M
1558,,,E
1559,,,
1560,7.9,,E
1561,8.3,,T
1562,,,T
1563,6.5,7,M
1564,,,M
1565,9.3,9.6,M
1566,,,E10
1567,,,E
1568,,,E
1569,6.3,,T
1570,7,,E
1571,,,E
1572,,,E
1573,,,E
1574,,,E
1575,7.3,,T
1576,6.5,,E
1577,9,,M
1578,5.6,,E
1579,,,
1580,9.5,,T
1581,,,
1582,,,E
1583,,,M
1584,,,E
1585,,,T
1586,,,E
1587,,,M
1588,,,E
1589,6.9,,E
1590,,,
1591,7.2,,E
1592,8,,E
1593,,,T
1594,,,E10
1595,,,E
1596,,,M
1597,8.4,,T
1598,7.5,,E
1599,,,T
1600,7,,E
1601,7.9,,E
1602,,,E
1603,8.4,,E10
1604,9,9.4,T
1605,6.5,,E
1606,,,
1607,7.5,,E10
1608,8.8,,E
1609,,,T
1610,8.9,,M
1611,,,E
1612,8.7,,T
1613,7.7,,E
1614,8.9,,M
1615,,,T
1616,8.3,,E
1617,8.7,,RP
1618,,,E
1619,8.2,,T
1620,,,
1621,,,
1622,,,
1623,5.3,,E10
1624,8.4,,M
1625,7.8,,T
1626,9,,M
1627,,,E
1628,,,M
1629,,,T
1630,,,E
1631,,,T
1632,,,T
1633,,,
1634,,,E10
1635,7.7,,E
1636,8.1,,T
1637,,,
1638,,,
1639,,,M
1640,,,M
1641,,,E
1642,6.4,,E
1643,8.4,,M
1644,,,M
1645,8.8,,M
1646,6.2,,T
1647,8,,E
1648,8.8,,M
1649,,,M
1650,,,M
1651,,,M
1652,,,E10
1653,,,T
1654,,,E
1655,,,M
1656,,,E10
1657,7.5,,M
1658,8.7,,M
1659,3.8,,E
1660,8.1,,M
1661,,,E
1662,9.1,,E
1663,,,E
1664,,,
1665,5.9,,E
1666,,,E
1667,8.8,,T
1668,,9.3,T
1669,,,E
1670,,,E
1671,5.5,,T
1672,7.9,,E10
1673,8,,T
1674,,,T
1675,7.5,,E
1676,9,,M
1677,,,T
1678,,,
1679,,,
1680,6.6,,E
1681,,,M
1682,,,E10
1683,8.2,,T
1684,,,E
1685,7.7,,T
1686,6.4,,E
1687,,,T
1688,,,
1689,,,T
1690,,,E
1691,8.9,,E10
1692,,,E
1693,7.7,,E
1694,6.4,,E
1695,,,E
1696,8.9,,M
1697,4.8,,E10
1698,7.9,,E
1699,,,T
1700,8.1,,E
1701,,,
1702,,,
1703,,,E
1704,,,T
1705,8.2,,M
1706,8.5,,M
1707,8,,E
1708,,,M
1709,,,M
1710,9,,T
1711,7.9,,E10
1712,7.7,,E10
1713,8.6,,T
1714,8.9,,T
1715,6.8,,M
1716,,,E
1717,,,T
1718,,,
1719,8.8,,M
1720,,,M
1721,8.3,,T
1722,7.9,,E
1723,8,,E10
1724,,,
1725,,,
