26950,Ultravision,1983,Condor Attack,Shooter,2600,Unknown
26951,High Voltage Software,1983,Conduit 3DS,Shooter,3DS,Unknown
26952,Hitmaker,2001,Confidential Mission,Shooter,DC,Sega
26953,Vic Tokai,1990,Conflict,Strategy,NES,Victory Lap Games
26954,MASA Group,2001,Conflict Zone,Strategy,DC,Ubisoft
26955,MASA Group,2001,Conflict Zone,Strategy,PC,Ubisoft
26956,Incentive Software Ltd.,2001,Confuzion,Action,PC,Unknown
26957,Sega,1984,Congo Bongo,Action,5200,Sega
26958,Sega,1983,Congo Bongo,Action,PC,Sega
26959,Viacom New Media,1996,Congo The Movie: Descent Into Zinj,Adventure,PC,Viacom
26960,Jumpin' Jack Software Inc.,1996,Congo The Movie: The Lost City of Zinj,Shooter,SAT,Sega
26961,DE Act Team,1993,Congo's Caper,Platform,SNES,Data East
26962,ZoopTEK,2010,Coniclysm,Shooter,PC,ZoopTEK
26963,Rare Ltd.,1999,Conker's Pocket Tales,Platform,GB,Rare
26964,TQ Digital Entertainment,2004,Conquer Online,Role-Playing,PC,TQ Digital Entertainment
26965,Software Sorcery,1995,Conqueror A.D. 1086,Strategy,PC,Sierra Online
26966,Quest Corporation,1990,Conquest of the Crystal Palace,Adventure,NES,Asmik Corp
26967,"Quicksilver Software, Inc",1996,Conquest of the New World,Strategy,PC,Interplay
26968,Fever Pitch Studios,2001,Conquest: Frontier Wars,Strategy,PC,Ubisoft
26969,"Sierra On-Line, Inc.",1989,Conquests of Camelot: The Search for the Grail,Adventure,PC,Sierra Entertainment
26970,"Sierra On-Line, Inc.",1991,Conquests of the Longbow: The Legend of Robin Hood,Adventure,PC,Sierra Entertainment
26971,Highbrow Games,2010,Console Info,Misc,XBL,Microsoft
26972,Unknown,2014,CONSORTIUM,Misc,PC,Unknown
26973,Kuju Entertainment,2005,Conspiracy: Weapons of Mass Destruction,Shooter,PC,Oxygen Interactive
26974,Kuju Entertainment,2005,Conspiracy: Weapons of Mass Destruction,Shooter,PS2,Oxygen Interactive
26975,Kuju Entertainment,2005,Conspiracy: Weapons of Mass Destruction,Shooter,XB,Oxygen Interactive
26976,Unknown,2014,Constant C,Misc,X360,"International Games System Co., Ltd"
26977,Unknown,2014,Constant C,Misc,PC,"International Games System Co., Ltd"
26978,Bits Studios,2005,Constantine,Action,PC,SCi
26979,Osiris,2008,Constrictor,Misc,XBL,Microsoft
26980,Unknown,2014,Construction Machines 2014,Action,PC,PlayWay
26981,Acclaim,1997,Constructor,Strategy,PC,Acclaim Entertainment
26982,Acclaim Entertainment,1998,Constructor,Strategy,PS,Acclaim Entertainment
26983,System 3,2010,Constructor,Strategy,PSN,System 3 Arcade Software
26984,Raccoon456,2009,Constructor360,Misc,XBL,Microsoft
26985,Trailer Matze,2009,Contagion,Action,XBL,Microsoft
26986,Victor Interactive Software,1998,Contender,Fighting,PS,Sony Computer Entertainment
26987,Unknown,2014,continue?9876543210,Misc,Linux,Humansoft
26988,Unknown,2014,continue?9876543210,Misc,OSX,Humansoft
26989,Unknown,2014,continue?9876543210,Misc,PC,Humansoft
26990,Konami,1988,Contra,Shooter,NES,Konami
26991,Digital Eclipse,2006,Contra,Shooter,XBL,Konami
26992,Konami,2010,Contra,Shooter,VC,Konami
26993,Konami,1992,Contra Force,Shooter,NES,Konami
26994,Konami,2007,Contra III: The Alien Wars,Shooter,VC,Konami
26995,Unknown,2014,Contra III: The Alien Wars,Misc,WiiU,Nintendo
26996,M2,2009,Contra ReBirth,Shooter,WW,Konami
26997,Konami Computer Entertainment Osaka,2009,Contra Spirits 64,Shooter,N64,Unknown
26998,Konami,1994,Contra: Hard Corps,Shooter,GEN,Konami
26999,Appaloosa Interactive,1997,Contra: Legacy of War,Shooter,SAT,Konami
27000,Factor 5,1994,Contra: The Alien Wars,Shooter,GB,Konami
27001,Unknown,2011,Contract Killer,Misc,And,Glu Mobile Inc.
27002,Unknown,2012,Contract Killer 2,Misc,And,Glu Mobile Inc.
27003,Unknown,2014,Contraption Maker,Puzzle,OSX,Unknown
27004,Unknown,2014,Contrast,Misc,PSV,Compulsion Games
27005,Unknown,2013,Contrast,Misc,X360,Focus Home Interactive
27006,Unknown,2014,Contrast,Misc,PS3,Compulsion Games
27007,Unknown,2013,Contrast,Misc,PS4,Compulsion Games
27008,Epoch,1993,Conveni Wars Barcode Battler Senki: Super Senshi Shutsugeki Seyo!,Strategy,SNES,Epoch
27009,Convoy Games,2015,Convoy,Strategy,PC,Indietopia Games
27010,Vertigo Gaming Inc.,2012,"Cook, Serve, Delicious!",Simulation,iOS,Vertigo Gaming Inc.
27011,Unknown,2013,Cookie Clickers,Misc,And,Riverhill Soft
27012,Unknown,2014,Cookie Jam,Misc,And,SGN
27013,"Children's Computer Workshop, Inc.",1983,Cookie Monster Munch,Action,2600,Atari
27014,Unknown,2014,Cookies & Milk,Misc,And,ootii
27015,Fenomen,2008,Cooking Academy,Simulation,PC,Mumbo Jumbo
27016,Aliasworlds Entertainment,2008,Cooking Dash,Simulation,PC,PlayFirst
27017,Nippon Ichi Software,1998,Cooking Fighter,Action,PS,Nippon Ichi Software
27018,Unknown,1998,Cooking Mama World: Outdoor Adventures,Misc,DS,Unknown
27019,Bit Managers,1994,Cool Ball,Puzzle,GB,Takara
27020,UEP Systems,2006,Cool Boarders,Sports,PSN,Sony Computer Entertainment
27021,UEP Systems,2009,Cool Boarders 2,Sports,PSN,Sony Computer Entertainment
27022,Idol Minds Digital Entertainment,2009,Cool Boarders 3,Sports,PSN,Sony Computer Entertainment
27023,UEP Systems,2000,Cool Boarders: Code Alien,Sports,PS2,UEP Systems
27024,Freestylez,1999,Cool Bricks,Puzzle,GB,SCi
27025,SNK Corporation,2000,Cool Cool Toon,Misc,DC,SNK
27026,HarmlessLion Games,2005,Cool Herders,Misc,DC,GOAT Store Publishing
27027,DigiCube,2003,Cool Shot,Sports,PS2,Phoenix Games
27028,Virgin Interactive,1993,Cool Spot,Platform,SNES,Virgin Interactive
27029,Virgin Interactive,1994,Cool Spot,Platform,GEN,Virgin Interactive
27030,NMS Software,1994,Cool Spot,Platform,GB,Virgin Interactive
27031,Virgin Interactive,1993,Cool Spot,Platform,GG,Virgin Interactive
27032,Virgin Interactive,1993,Cool Spot,Platform,MS,Virgin Interactive
27033,Virgin Interactive,1994,Cool Spot,Platform,PC,Virgin Interactive
27034,Ocean,1993,Cool World,Adventure,SNES,Ocean
27035,Ocean,1993,Cool World,Platform,GB,Ocean
27036,Ocean,1993,Cool World,Adventure,NES,Ocean
27037,Digital Leisure,2009,Copter Crisis,Simulation,WW,Digital Leisure Inc.
27038,Papaya Studios,2009,Coraline,Adventure,PS3,Unknown
27039,Papaya Studios,2009,Coraline,Adventure,X360,Unknown
27040,Ringzero Game Studio,2011,Core Blaster,Strategy,PSN,Unknown
27041,Ringzero Game Studio,2011,Core Blaster,Strategy,DSiW,Unknown
27042,Aerosoft,2011,Corfu X,Simulation,PC,Aerosoft
27043,Mindscape Inc.,2011,Coronation Street,Puzzle,DS,Unknown
27044,LukPlus,2009,Coropata,Puzzle,DS,LukPlus
27045,Digital Pictures,1994,Corpse Killer,Shooter,3DO,Acclaim Entertainment
27046,Digital Pictures,1994,Corpse Killer,Shooter,SCD,Digital Pictures
27047,Digital Pictures,1995,Corpse Killer: Graveyard Edition,Shooter,SAT,Digital Pictures
27048,OnlyLuck,2011,Corrupted,Action,XBL,Microsoft
27049,Centurion Games,2009,Corsair,Shooter,XBL,Microsoft
27050,Data Realms,2010,Cortex Command,Platform,PC,Unknown
27051,NetTimeSoft,2007,Corum Online,Role-Playing,PC,"Gala-Net, Inc."
27052,Steel Monkeys,2003,Corvette,Racing,PC,TDK Mediactive
27053,MileStone Inc.,2006,Corvette Evolution GT,Racing,PS2,Valcon Games
27054,Naxat Soft,1991,Coryoon,Shooter,PCE,Naxat Soft
27055,Global A Entertainment,2011,Cosmetic * Paradise: Princess Life,Simulation,DS,Global A Entertainment
27056,Global A Entertainment,2010,Cosmetic Paradise: Kirei no Mahou,Misc,DS,Global A Entertainment
27057,Activision,1984,Cosmic Commuter,Action,2600,Activision
27058,Zimag,1984,Cosmic Corridor,Action,2600,Unknown
27059,Telesys,1982,Cosmic Creeps,Action,2600,Unknown
27060,Laser Soft,1992,Cosmic Fantasy 2,Role-Playing,PCE,Working Designs
27061,Laser Soft,1992,Cosmic Fantasy 3: Bouken Shounen Rei,Role-Playing,PCE,Nippon Telenet
27062,Open Sesame,1994,Cosmic Fantasy 4: Ginga Shounen Densetsu (Gekitouhen),Role-Playing,PCE,Nippon Telenet
27063,Open Sesame,1994,Cosmic Fantasy 4: Ginga Shounen Densetsu (Totsunyuuhen),Role-Playing,PCE,Nippon Telenet
27064,Riot,1992,Cosmic Fantasy Stories,Role-Playing,SCD,Riot
27065,Laser Soft,1993,Cosmic Fantasy Visual Shuu,Misc,PCE,Nippon Telenet
27066,Laser Soft,1990,Cosmic Fantasy: Bouken Shounen Yuu,Role-Playing,PCE,Nippon Telenet
27067,Bill Hogue and Jeff Konyu,1990,Cosmic Fighter,Action,PC,Unknown
27068,Sega Rosso,2001,Cosmic Smash,Sports,DC,Sega
27069,Supersonic Software,1996,Cosmic Spacehead,Action,GG,Codemasters
27070,Codemasters,1991,Cosmic Spacehead,Adventure,MS,Codemasters
27071,Codemasters,1993,Cosmic Spacehead,Action,GEN,Codemasters
27072,"CommaVid, Inc.",1982,Cosmic Swarm,Action,2600,"CommaVid, Inc."
27073,GAIA,1982,Cosmic Walker,Adventure,Wii,Unknown
27074,Abylight,2010,Cosmo Fighters,Fighting,DSiW,Abylight
27075,Namco,1993,Cosmo Gang: The Puzzle,Puzzle,SNES,Namco
27076,Namco,2008,Cosmo Gang: The Puzzle,Puzzle,VC,Namco Bandai
27077,Namco,2009,Cosmo Gang: The Puzzle (Arcade),Puzzle,VC,Namco Bandai
27078,Namco,1992,Cosmo Gang: The Video,Action,SNES,Namco
27079,Namco,2009,Cosmo Gang: The Video (Arcade),Shooter,VC,Namco Bandai
27080,Atlus Co.,1990,Cosmo Tank,Shooter,GB,Atlus
27081,"Apogee Software, Ltd.",1992,Cosmo's Cosmic Adventure,Platform,PC,Apogee
27082,eGazm,2008,Cosmos,Shooter,XBL,Microsoft
27083,Alten8,2010,Cosmos X2,Shooter,DSiW,Unknown
27084,GSC Game World,2003,Cossacks Anthology,Strategy,PC,CDV Software Entertainment
27085,GSC Game World,2007,Cossacks II Gold,Strategy,PC,CDV Software Entertainment
27086,GSC Game World,2007,Cossacks Triple Pack,Strategy,PC,CDV Software Entertainment
27087,GSC Game World,2002,Cossacks: Art of War,Strategy,PC,CDV Software Entertainment
27088,GSC Game World,2002,Cossacks: Gold Edition!,Strategy,PC,CDV Software Entertainment
27089,Double Fine Productions,2010,Costume Quest,Role-Playing,PSN,THQ
27090,Double Fine Productions,2010,Costume Quest,Role-Playing,XBL,THQ
27091,Unknown,2014,Costume Quest 2,Misc,PC,Double Fine Productions
27092,Double Fine Productions,2014,Costume Quest 2,Role-Playing,XOne,Double Fine Productions
27093,Double Fine Productions,2014,Costume Quest 2,Role-Playing,X360,Double Fine Productions
27094,Double Fine Productions,2014,Costume Quest 2,Role-Playing,WiiU,Double Fine Productions
27095,Double Fine Productions,2014,Costume Quest 2,Role-Playing,OSX,Double Fine Productions
27096,Double Fine Productions,2014,Costume Quest 2,Role-Playing,Linux,Double Fine Productions
27097,Double Fine Productions,2014,Costume Quest 2,Role-Playing,PS4,Double Fine Productions
27098,Double Fine Productions,2014,Costume Quest 2,Role-Playing,PS3,Double Fine Productions
27099,Double Fine Productions,2010,Costume Quest: Grubbins on Ice,Role-Playing,XBL,THQ
27100,Double Fine Productions,2010,Costume Quest: Grubbins on Ice,Role-Playing,PSN,THQ
27101,Success,1997,Cotton 2,Shooter,SAT,Success
27102,Success,1998,Cotton Boomerang,Shooter,SAT,Success
27103,Access Software,1990,Countdown,Adventure,PC,Access Software
27104,Asobo Studios,2005,Counter Terrorist Special Forces: Fire for Effect,Shooter,PS2,LSP Games
27105,Unknown,2000,Counter-Strike,Misc,PC,Sierra Studios
27106,Unknown,2013,Counter-Strike,Misc,OSX,Valve Corporation
27107,Unknown,2008,Counter-Strike Online,Misc,PC,Nexon
27108,Unknown,2013,Counter-Strike: Condition Zero,Misc,OSX,Valve Corporation
27109,Valve Corporation,2012,Counter-Strike: Global Offensive,Shooter,PC,Valve
27110,Valve Corporation,2012,Counter-Strike: Global Offensive,Shooter,XBL,Valve Corporation
27111,Valve Corporation,2012,Counter-Strike: Global Offensive,Shooter,PSN,Valve Corporation
27112,Valve Corporation,2012,Counter-Strike: Global Offensive,Shooter,OSX,Valve Corporation
27113,Unknown,2010,Counter-Strike: Source,Misc,OSX,Valve Corporation
27114,Atari,1984,Countermeasure,Action,5200,Atari
27115,Dynamighty,2014,CounterSpy,Action,PSV,Sony Computer Entertainment
27116,Dynamighty,2014,CounterSpy,Action,PS3,Sony Computer Entertainment
27117,Dynamighty,2014,CounterSpy,Action,And,Sony Computer Entertainment
27118,Dynamighty,2014,CounterSpy,Action,iOS,Sony Computer Entertainment
27119,Dynamighty,2014,CounterSpy,Action,PS4,Sony Computer Entertainment
27120,Unknown,2014,Country Living,Misc,And,DifferenceGames
27121,Unknown,2016,Country Tales: Dawn of a New World,Simulation,PC,Astragon
27122,JDPCreations,2008,Couples Sudoku,Puzzle,XBL,Microsoft
27123,New Level Software,1997,Courier Crisis,Racing,SAT,GT Interactive
27124,Ubisoft,2009,Cover Girl,Misc,PSN,Ubisoft
27125,John Mitchell,2011,Cow Catch,Action,XBL,Microsoft
27126,Triangle,1999,Cowboy Baby,Adventure,PC,Triangle
27127,Bandai,1998,Cowboy Bebop,Shooter,PS,Bandai
27128,Banpresto,2005,Cowboy Bebop: Tsuioku no Serenade,Action,PS2,Bandai
27129,Intellimedia,1994,Cowboy Casino,Misc,3DO,Intellivision Productions
27130,Romstar,1992,Cowboy Kid,Action,NES,Romstar
27131,dtp entertainment AG,2011,Cozy Fire,Simulation,WW,DTP Entertainment
27132,Hack Berry,2001,CR Hissatsu Konjin Pachitte Chonmage @ VPACHI,Misc,DC,Hackberry
27133,Sega,1991,Crack Down,Action,GEN,Sage's Creation
27134,Sega,2007,Crack Down,Action,VC,Sega
27135,Sega,2010,Crack Down,Action,PC,Sega
27136,Atari,1988,Crack'ed,Action,7800,Atari
27137,Realtime Worlds,2009,Crackdown,Shooter,XBL,Microsoft Game Studios
27138,Ruffian Games,2011,Crackdown 2,Shooter,XBL,Microsoft Game Studios
27139,Sumo Digital,2019,Crackdown 3,Action,XOne,Microsoft Studios
27140,Realtime Worlds,2007,Crackdown: Free-For-All Pack,Shooter,XBL,Microsoft Game Studios
27141,Realtime Worlds,2007,Crackdown: Gettin' Busy Bonus Pack,Shooter,XBL,Microsoft Game Studios
27142,Konami,1991,Crackout,Action,NES,Palcom
27143,Activision,1983,Crackpots,Action,2600,Activision
27144,AWEM Studio,2011,Cradle of Egypt,Puzzle,PC,AWEM Studio
27145,AWEM Studio,2007,Cradle of Persia,Puzzle,PC,AWEM Studio
27146,cerasus.media GmbH,2007,Cradle of Rome,Puzzle,PC,Elephant Entertainment
27147,Unknown,2014,Crappy the Turd,Misc,And,Kerem San
27148,Crystal Dynamics,1993,Crash 'N Burn,Racing,3DO,Crystal Dynamics
27149,Technos Japan Corporation,1992,Crash 'n the Boys: Street Challenge,Sports,NES,American Technos
27150,Technos Japan Corporation,2009,Crash 'n the Boys: Street Challenge,Sports,VC,Aksys Games
27151,Naughty Dog,2006,Crash Bandicoot,Platform,PSN,Sony Computer Entertainment
27152,Naughty Dog,2008,Crash Bandicoot 2: Cortex Strikes Back,Platform,PSN,Sony Computer Entertainment
27153,Vicarious Visions,2008,Crash Bandicoot 2: N-Tranced,Platform,GBA,Unknown
27154,Naughty Dog,2008,Crash Bandicoot 3: Warped,Platform,PSN,Sony Computer Entertainment
27155,Vicarious Visions / Traveller's Tales / Radical Entertainment,2007,Crash Bandicoot Action Pack,Misc,PS2,Sierra Entertainment
27156,Traveller's Tales,2007,Crash Bandicoot: The Wrath of Cortex,Platform,XBL,Activision
27157,EPOS Game Studios,2008,Crash Commando,Shooter,PSN,Sony Computer Entertainment
27158,20th Century Fox Video Games,1982,Crash Dive,Action,2600,20th Century Fox Video Games
27159,Vicarious Visions,2004,Crash Nitro Kart,Racing,NGage,Nokia
27160,Amaze Entertainment,2007,Crash of the Titans,Action,GBA,Sierra Entertainment
27161,SuperVillain Studios,2009,Crash of the Titans,Platform,PSN,Activision
27162,Radical Entertainment,2009,Crash of the Titans,Platform,XBL,Activision
27163,Radical Entertainment,2009,Crash Tag Team Racing,Racing,PSN,Activision
27164,Naughty Dog,2010,Crash Team Racing,Racing,PSN,Sony Computer Entertainment
27165,Synetic,2007,Crash Time,Racing,PC,RTL
27166,Synetic,2011,Crash Time 4: The Syndicate,Racing,X360,DTP Entertainment
27167,Synetic,2009,Crash Time II,Racing,PC,Meridian4
27168,Synetic,2009,Crash Time III,Racing,PC,Tradewest
27169,Rocket Company,2009,Crash-City GP,Racing,3DS,Unknown
27170,Suzak,2009,Crash-Course Domo,Racing,DSiW,Nintendo
27171,Radical Entertainment,2009,Crash: Mind Over Mutant,Platform,PSN,Activision
27172,Moonbyte Studios / Replay Studios,2006,CrashDay,Racing,PC,ValuSoft
27173,Rage Software,2002,Crashed,Racing,PS2,Rage Software
27174,Punchers Impact,2011,Crasher,Racing,PC,Mindscape
27175,super moggy,2009,Crate Expectations,Strategy,XBL,Microsoft
27176,Hudson Soft,1990,Cratermaze,Puzzle,PCE,NEC
27177,Hudson Soft,2007,Cratermaze,Puzzle,VC,Hudson Soft
27178,IBM,1998,Crayola: Make a Masterpiece,Misc,PC,IBM
27179,Petri Purho,2009,Crayon Physics Deluxe,Puzzle,PC,Kloonigames
27180,Bandai,1994,Crayon Shin-Chan 2: Dai Maou no Gyakushu,Platform,SNES,Bandai
27181,Bandai,1993,Crayon Shin-Chan 2: Ora to Wanpaku Gokko Dazo,Action,GB,Bandai
27182,Bandai,1994,Crayon Shin-Chan 3: Ora no Gokigen Athletic,Action,GB,Bandai
27183,Bandai,1994,Crayon Shin-Chan 4: Ora no Itazura Dai Henshin,Action,GB,Bandai
27184,Ma-Ba,1994,Crayon Shin-Chan: Arashi o Yobu Enji,Platform,GEN,Ma-Ba
27185,Bandai,1996,Crayon Shin-Chan: Ora no Gokiken Colleciton,Action,GB,Bandai
27186,Bandai,1993,Crayon Shin-Chan: Ora to Shiro ha Otomodachi Dayo,Platform,GB,Bandai
27187,TOSE Software,1993,Crayon Shin-Chan: Orato to Poi Poi,Puzzle,NES,Bandai
27188,Bandai,1996,Crayon Shin-Chan: Osagusu Dobon,Puzzle,SNES,Bandai
27189,Bandai,1995,Crayon Shin-Chan: Puzzle Daimaou no Nazo,Puzzle,3DO,Bandai
27190,Minato Giken,1995,Crayon Shin-Chan: Taiketsu! Kantam Panic!!,Misc,GG,Bandai
27191,Backroom Software,2011,Crazy Balloon Lite,Action,XBL,Microsoft
27192,Titus France SA,1987,Crazy Cars,Racing,PC,Titus
27193,Cypronia,2011,Crazy Cheebo: Puzzle Party,Misc,DSiW,Unknown
27194,Sproing Interactive Media,2002,Crazy Chicken 3,Action,GBA,Ubisoft
27195,Unknown,2012,Crazy Chicken Pirates 3D,Misc,DSi,Teyon Entertainment
27196,Unknown,2012,Crazy Chicken Pirates 3D,Misc,3DS,Teyon Entertainment
27197,Farmind,2012,Crazy Circus,Misc,DS,Unknown
27198,Nihon Bussan,1999,Crazy Climber,Action,WS,Nihon Bussan
27199,Nichibutsu,1986,Crazy Climber,Action,NES,Nihon Bussan
27200,Nichibutsu,2010,Crazy Climber (Arcade),Action,VC,Hamster Corporation
27201,ISCO,2000,Crazy Climber 2000,Action,PS,Nihon Bussan
27202,Nihon System,2007,Crazy Climber Wii,Action,Wii,Nihon System
27203,ByteMaster,2009,Crazy Coins,Misc,XBL,Microsoft
27204,Spicy Horse,2012,Crazy Fairies,Action,PC,Spicy Horse
27205,Unknown,2012,Crazy Fred,Misc,3DS,Arc System Works
27206,Digital Jesters,2005,Crazy Frog Racer,Racing,GBA,Ubisoft
27207,Digital Jesters,2005,Crazy Frog Racer,Racing,PC,Ubisoft
27208,U&I Entertainment,2005,Crazy Garage,Simulation,DS,Unknown
27209,Playlogic,2005,Crazy Garage,Puzzle,Wii,Unknown
27210,Phoenix Games,2005,Crazy Golf,Sports,PS2,Phoenix Games
27211,dtp entertainment AG,2010,Crazy Golf,Sports,DSiW,DTP Entertainment
27212,Gamelion Studios,2011,Crazy Hamster,Adventure,DSiW,Gamelion Studios
27213,Unknown,2012,Crazy Hunter,Misc,DSi,EnjoyUp Games
27214,Unknown,2012,Crazy Hunter,Misc,3DS,EnjoyUp Games
27215,Unknown,2012,Crazy Kangaroo,Misc,3DS,Gamelion Studios
27216,DTP Young Entertainment,2009,Crazy Labyrinth,Strategy,DS,DTP Entertainment
27217,FAKT Software GmBH,2008,Crazy Machines 2,Puzzle,PC,Viva Media
27218,Fakt Software,2009,Crazy Machines 2: Liquid Force,Puzzle,PC,Viva Media
27219,Kalypso,2009,Crazy Machines Complete,Puzzle,PC,Viva Media
27220,FAKT Software GmBH,2009,Crazy Machines Elements,Puzzle,PC,Unknown
27221,FAKT Software GmBH,2009,Crazy Machines Elements,Puzzle,PSN,Unknown
27222,FAKT Software GmBH,2011,Crazy Machines Elements,Puzzle,XBL,DTP Entertainment
27223,Unknown,2013,Crazy Market,Misc,And,Game Atelier
27224,Unknown,2013,Crazy Market,Misc,PC,Game Atelier
27225,Unknown,2013,Crazy Market,Misc,WinP,Game Atelier
27226,Unknown,2013,Crazy Market,Misc,PSV,Game Atelier
27227,Ultizen Games,2008,Crazy Mouse,Puzzle,XBL,Microsoft
27228,Kaolink,2007,Crazy Pig,Simulation,DS,Mindscape
27229,dtp entertainment AG,2010,Crazy Pinball,Misc,DSiW,DTP Entertainment
27230,Unknown,2014,Crazy Plant Shop,Strategy,PC,Unknown
27231,Cranberry Production,2009,Crazy School Games,Puzzle,DS,DTP Entertainment
27232,DTP Entertainment,2010,Crazy Sudoku,Puzzle,DSiW,DTP Entertainment
27233,Strangelite,2002,Crazy Taxi,Racing,PC,Activision
27234,Sega,2010,Crazy Taxi,Racing,XBL,Sega
27235,Sega,2010,Crazy Taxi,Racing,PSN,Sega
27236,Sega,2014,Crazy Taxi: City Rush,Action,And,Sega
27237,Sniper Studios,2009,Crazy Taxi: Fare Wars,Racing,PSN,Sega
27238,Unknown,2014,Crea,Misc,PC,Unknown
27239,Hudson Soft,2006,Cream Stew mo Minagara Iroiro Gochagocha Ittemasu Kedomo... Warai no Tamago L Size: Ohitori sama Nankai demo,Action,PSP,Hudson Soft
27240,Unknown,2007,Create City,Action,PC,Unknown
27241,Hudson Soft,2009,Creature Defense,Misc,PSN,Hudson Entertainment
27242,Argonaut Games,1996,Creature Shock,Shooter,3DO,Virgin Interactive
27243,Argonaut Games,1996,Creature Shock,Shooter,PS,Data East
27244,Argonaut Games,1994,Creature Shock,Shooter,PC,Virgin Interactive
27245,Interactive Studios Ltd.,1996,Creature Shock: Special Edition,Shooter,SAT,Data East
27246,Creature Labs,2002,Creatures,Simulation,PS,Conspiracy Entertainment
27247,Millenium Interactive,1997,Creatures,Simulation,PC,Mindscape
27248,Elo Interactive,2002,Creatures,Simulation,GBA,Swing! Entertainment
27249,Unknown,2014,Creatures and Castles VX,Misc,PSV,hiive
27250,Creature Labs,2005,Creatures: Exodus,Simulation,PC,Fusion Labs
27251,Conspiracy Entertainment,2004,Creatures: Raised in Space,Simulation,PS,Conspiracy Entertainment
27252,Conspiracy Entertainment,2009,Creatures: Raised in Space,Simulation,PSN,Sony Computer Entertainment
27253,Creature Labs,2004,Creatures: The Albian Years,Simulation,PC,Kalypso
27254,reedake2,2010,Creed Arena,Shooter,XBL,Microsoft
27255,D.O.,2003,Crescendo,Adventure,PC,G-Collections
27256,nakfiv,2009,Crescendo Symphony,Shooter,XBL,Microsoft
27257,nakfiv,2009,Crescendo Symphony: Kagami no Kishi,Role-Playing,XBL,Microsoft
27258,ClassiC Shikoukairo,2010,Crescent Pale Mist,Platform,PSN,Sony Online Entertainment
27259,HB Studios,2010,Cricket,Sports,WW,Unknown
27260,EA Canada,2006,Cricket 07,Sports,PS2,EA Sports
27261,EA Canada,2006,Cricket 07,Sports,PC,EA Sports
27262,The Creative Assembly,2002,Cricket 2002,Sports,PS2,EA Sports
27263,The Creative Assembly,2002,Cricket 2002,Sports,PC,EA Sports
27264,HB Studios,2005,Cricket 2005,Sports,PC,EA Sports
27265,HB Studios,2005,Cricket 2005,Sports,PS2,EA Sports
27266,HB Studios,2005,Cricket 2005,Sports,XB,EA Sports
27267,Unknown,2014,Cricket Captain 2014,Sports,PC,Kiss
27268,Gameshastra Solutions,2011,Cricket Challenge,Sports,WW,Gamehastra
27269,Rockingham Software,2011,Cricket Coach 2009,Sports,PC,Unknown
27270,Techland,2001,Crime Cities,Racing,PC,EON Digital Entertainment
27271,Media.Vision,1997,Crime Crackers 2,Role-Playing,PS,Sony Computer Entertainment
27272,Unknown,2012,Crime Files: The Templar Knight,Misc,3DS,JoWood
27273,Pixelogic,1998,Crime Killer,Racing,PC,Interplay
27274,Hothouse Creations,2005,Crime Life: Gang Wars,Action,PC,Konami
27275,Hothouse Creations,2005,Crime Life: Gang Wars,Action,PS2,Konami
27276,"American Laser Games, Inc.",1993,Crime Patrol,Shooter,3DO,American Laser Games
27277,"American Laser Games, Inc.",1994,Crime Patrol,Shooter,SCD,American Laser Games
27278,Digital Leisure Inc.,2002,Crime Patrol,Shooter,PC,Digital Leisure Inc.
27279,Gameshastra Solutions,2010,Crime Spree,Action,PSN,Gameshastra
27280,Artematica Entertainment,2006,Crime Stories: From the Files of Martin Mystere,Adventure,PC,The Adventure Company
27281,Vogster Entertainment,2009,CrimeCraft,Shooter,PC,Vogster Entertainment
27282,Vogster,2011,CrimeCraft: GangWars,Action,PC,Vogster Entertainment
27283,Eidos Interactive,1997,CrimeWave,Racing,SAT,Eidos Interactive
27284,Unknown,2012,Criminal Case,Misc,BRW,Amaze Entertainment / Griptonite Games
27285,imageepoch Inc.,2010,Criminal Girls,Adventure,PSN,Nippon Ichi Software
27286,GREE,2014,Criminal Legacy,Action,And,GREE
27287,interfaceKO,2009,Criminals Under Arrest,Fighting,XBL,Microsoft
27288,Certain Affinity,2011,Crimson Alliance,Role-Playing,XBL,Microsoft
27289,Phang Chan Chun,2009,Crimson Blues,Action,XBL,Microsoft
27290,Grounding Inc.,2013,Crimson Dragon,Shooter,XOne,Microsoft Studios
27291,Grounding Inc.,2012,Crimson Dragon: Side Story,Shooter,WinP,Microsoft Studios
27292,QuinRose,2010,Crimson Empire,Adventure,PS2,Quinrose
27293,QuinRose,2011,Crimson Empire: Circumstances to Serve a Noble,Adventure,PSP,Quinrose
27294,IronNos Corp.,2009,Crimson Gem Saga,Role-Playing,PSN,Atlus
27295,Takagism Inc.,2007,Crimson Room,Adventure,DS,Success
27296,Takagism Inc.,2009,Crimson Room Reverse,Adventure,PSN,Agetec
27297,Nex Entertainment,2012,Crimson Shroud,Role-Playing,3DS,Level 5
27298,FASA Studio,2007,Crimson Skies: High Road to Revenge,Simulation,XBL,Microsoft Game Studios
27299,Unknown,2015,Crimsonland,Misc,PS4,10tons Ltd
27300,Unknown,2014,Crimsonland,Misc,Linux,10tons Ltd
27301,Unknown,2014,Crimsonland,Misc,OSX,10tons Ltd
27302,Unknown,2014,Crimsonland,Misc,PC,10tons Ltd
27303,10tons Ltd,2014,Crimsonland,Shooter,PSV,10tons Ltd
27304,Soft Machine,1998,Crisis Beat,Action,PS,Bandai
